ec_code,ec_description
11710940,"Infant formula, NS as to form (Gerber Graduates Protect), Gerber Good Start 2 Protect Plus, prepared from powder, made with tap water, well water, bottled water, or baby water"
11720620,"Infant formula, NS as to form (Gerber Graduates Soy), Gerber Good Start 2 Soy Plus, prepared from powder, made with tap water, well water, bottled water, or baby water"
11710800,"Infant formula, NS as to form (PediaSure), all flavors"
11740320,"Infant formula, NS as to form (PurAmino), Enfamil Nutramigen AA LIPIL"
11710360,"Infant formula, NS as to form (Similac Advance Organic), Similac Organic"
11710350,"Infant formula, NS as to form (Similac Advance), Similac Advance EarlyShield"
11710050,"Infant formula, NS as to form (Similac Expert Care Alimentum), Similac Alimentum"
11720430,"Infant formula, NS as to form (Similac Expert Care for Diarrhea), Similac Isomil DF Soy"
11710470,"Infant formula, NS as to form (Similac Expert Care NeoSure), Simliac NeoSure"
11710380,"Infant formula, NS as to form (Similac for Spit-Up), Similac Sensitive RS, Similac Sensitive for Spit-Up"
11710480,"Infant formula, NS as to form (Similac Go and Grow), Similac Go and Grow Soy"
11720410,"Infant formula, NS as to form (Similac Isomil Soy), Similac Isomil Advance, Similac Sensitive Isomil Soy"
11710370,"Infant formula, NS as to form (Similac Sensitive)"
11720800,"Infant formula, NS as to form (Store Brand Soy), Parents' Choice, Ultra Bright Beginnings"
11710960,"Infant formula, NS as to form (Store Brand), Parents' Choice"
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Enfamil A.R. LIPIL"
11710676,"Infant formula, powder, made with baby water (Enfamil EnfaCare), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Enfamil EnfaCare LIPIL"
11710699,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Enfamil Gentlease Next Step LIPIL"
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions), Enfamil PREMIUM Next Step LIPIL, made with Nursery waters, Gerber Pure water, Beech-Nut Spring water, Enfagrow PREMIUM"
11710679,"Infant formula, powder, made with baby water (Enfamil Gentlease), Enfamil Gentlease Lipil, made with Nursery water, Gerber Pure water, Beech-Nut Spring water"
11710639,"Infant formula, powder, made with baby water (Enfamil Infant), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Enfamil PREMIUM Infant, Enfamil LIPIL, Enfamil PREMIUM LIPIL, NS as to Enfamil variety"
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Enfamil PREMIUM Newborn"
11720319,"Infant formula, powder, made with baby water (Enfamil ProSobee), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Enfamil ProSobee LIPIL"
11710919,"Infant formula, powder, made with baby water (Gerber Good Start Gentle), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Gerber Good Start Gentle Plus, NS as to Gerber variety"
11710929,"Infant formula, powder, made with baby water (Gerber Good Start Protect), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Gerber Good Start Soy Plus"
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy), made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Gerber Good Start soy Plus"
11710369,"Infant formula, powder, made with baby water (Similac Advance Organic), Similac Organic, made with Nursery water, Gerber Pure water, Beech-Nut Spring water"
11710359,"Infant formula, powder, made with baby water (Similac Advance), Similac Advance EarlyShield, made with Nursery water, Gerber Pure water, Beech-Nut Spring water, NS as to Similac variety"
11710056,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum), Similac Alimentum, made with Nursery water, Gerber Pure Water, Beech Nut Spring Water"
11710479,"Infant formula, powder, made with baby water (Similac Expert Care NeoSure), Similac Neosure, made with Nursery water, Gerber Pure water, Beech-Nut Spring water"
11720419,"Infant formula, powder, made with baby water (Similac Isomil Soy), Similac Isomil Advance, made with Nursery water, Gerber Pure water, Beech-Nut Spring water, Similac Sensitive Isomil Soy"
11710379,"Infant formula, powder, made with baby water (Similac Sensitive), made with Nursery water, Gerber Pure water, Beech-Nut Spring water"
11720809,"Infant formula, powder, made with baby water (Store Brand Soy), Parents' Choice, made with Nursery water, Gerber Pure water, Beech-Nut Spring water"
11710969,"Infant formula, powder, made with baby water (Store Brand), Parents' Choice, made with Nursery water, Gerber Pure water, Beech-Nut Spring water"
11710668,"Infant formula, powder, made with plain bottled water (Enfamil A.R.), made with bottled spring water, Enfamil A.R. Lipil"
11710675,"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare), made with bottled spring water, Enfamil EnfaCare LIPIL"
11710698,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease), made with bottled spring water, Enfamil Gentlease Next Step LIPIL"
11710688,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions), Enfamil PREMIUM Next Step LIPIL, made with bottled spring water, Enfagrow PREMIUM"
11710678,"Infant formula, powder, made with plain bottled water (Enfamil Gentlease), Enfamil Gentlease Lipil, made with bottled spring water"
11710638,"Infant formula, powder, made with plain bottled water (Enfamil Infant), made with bottled spring water, Enfamil PREMIUM Infant, Enfamil LIPIL, Enfamil PREMIUM LIPIL"
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn), made with bottled spring water, Enfamil PREMIUM Newborn"
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee), made with bottled spring water, Enfamil ProSobee LIPIL"
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle), made with bottled spring water, Gerber Good Start Gentle Plus"
11710928,"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect), made with bottled spring water, Gerber Good Start Soy Plus"
11720618,"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy), made with bottled spring water, Gerber Good Start Soy Plus"
11710368,"Infant formula, powder, made with plain bottled water (Similac Advance Organic), Similac Organic, made with bottled spring water"
11710358,"Infant formula, powder, made with plain bottled water (Similac Advance), Similac Advance EarlyShield, made with bottled spring water"
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum), Similac Alimentum, made with bottled spring water"
11710478,"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure), Similac Neosure, made with bottled spring water"
11720418,"Infant formula, powder, made with plain bottled water (Similac Isomil Soy), Similac Isomil Advance, made with bottled spring water, Similiac Sensitive Isomil Soy"
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive), made with bottled spring water"
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy), Parents' Choice, made with bottled spring water"
11710968,"Infant formula, powder, made with plain bottled water (Store Brand), Parents' Choice, made with bottled spring water"
11710664,"Infant formula, powder, made with tap water (Enfamil A.R.), made with filtered tap water or well water, Enfamil A.R. LIPIL"
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare), made with filtered tap water or well water, Enfamil EnfaCare LIPIL"
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease), made with filtered tap water or well water, Enfamil Gentlease Next Step LIPIL"
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions), made with filtered tap water or well water, Enfamil PREMIUM Next Step LIPIL, Enfagrow PREMIUM"
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease), made with filtered tap water or well water, Enfamil Gentlease Lipil"
11710637,"Infant formula, powder, made with tap water (Enfamil Infant), made with filtered tap water or well water, Enfamil PREMIUM Infant, Enfamil LIPIL, Enfamil PREMIUM LIPIL"
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn), made with filtered tap water or well water, Enfamil PREMIUM Newborn"
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee), made with filtered tap water or well water, Enfamil ProSobee LIPIL"
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle), made with filtered tap water or well water, Gerber Good Start Gentle Plus"
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect), made with filtered tap water or well water, Gerber Good Start Soy Plus"
11720617,"Infant formula, powder, made with tap water (Gerber Good Start Soy), made with filtered tap water or well water, Gerber Good Start Soy Plus"
11710367,"Infant formula, powder, made with tap water (Similac Advance Organic), Similac Organic, made with filtered tap water or well water"
11710357,"Infant formula, powder, made with tap water (Similac Advance), Similac Advance EarlyShield, made with filtered tap water or well water"
11710054,"Infant formula, powder, made with tap water (Similac Expert Care Alimentum), made with filtered tap water or well water, Similac Alimentum"
11710477,"Infant formula, powder, made with tap water (Similac Expert Care NeoSure), Similac Neosure, made with filtered tap water or well water"
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy), Similac Isomil Advance, made with filtered tap water or well water, Similac Senstivie Isomil Soy"
11710377,"Infant formula, powder, made with tap water (Similac Sensitive), made with filtered tap water or well water"
11720807,"Infant formula, powder, made with tap water (Store Brand Soy), Parents' Choice, made with filtered tap water or well water"
11710967,"Infant formula, powder, made with tap water (Store Brand), Parents' Choice, made with filtered tap water or well water"
11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.), Enfamil A.R. LIPIL"
11710667,"Infant formula, powder, made with water, NFS (Enfamil EnfaCare), Enfamil EnfaCare LIPIL"
11710693,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)"
11720323,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy), Enfamil Enfagrow Soy Next Step LIPIL, made with filtered tap water, well water, bottled water, or baby water"
11710683,"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions), Enfamil PREMIUM Next Step LIPIL"
11710673,"Infant formula, powder, made with water, NFS (Enfamil Gentlease), Enfamil Gentlease Lipil"
11710636,"Infant formula, powder, made with water, NFS (Enfamil Infant), Enfamil PREMIUM Infant, Enfamil LIPIL, Enfamil PREMIUM LIPIL"
11710626,"Infant formula, powder, made with water, NFS (Enfamil Newborn), Enfamil PREMIUM Newborn"
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen), Enfamil Nutramigen Lipil, Enfamil Nutramigen with Enflora LGG, made with filtered tap water or well water, made with bottled spring water, bottled water, or baby water"
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil), Enfamil Pregestimil LIPIL, made with filtered tap water, well water, bottled water, or baby water"
11720313,"Infant formula, powder, made with water, NFS (Enfamil ProSobee), Enfamil ProSobee LIPIL"
11710913,"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle), Gerber Good Start Gentle Plus"
11710923,"Infant formula, powder, made with water, NFS (Gerber Good Start Protect), Gerber Good Start Soy Plus"
11720613,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy), Gerber Good Start Soy Plus"
11740323,"Infant formula, powder, made with water, NFS (PurAmino), Enfamil Nutramigen AA LIPIL, made with filtered tap water, well water, bottled water, or baby water"
11710363,"Infant formula, powder, made with water, NFS (Similac Advance Organic), Similac Organic"
11710353,"Infant formula, powder, made with water, NFS (Similac Advance), Similac Advance EarlyShield"
11710053,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum), Similac Alimentum"
11710473,"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure), Similac NeoSure"
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up), Similac Sensitive RS, Similac Sensitive for Spit-Up, made with filtered tap water, well water, bottled water, or baby water"
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow), Similac Go and Grow Soy, made with filtered tap water, well water, bottled water, or baby water"
11720413,"Infant formula, powder, made with water, NFS (Similac Isomil Soy), Similac Isomil Advance, Similac Sensitive Isomil Soy"
11710373,"Infant formula, powder, made with water, NFS (Similac Sensitive)"
11720803,"Infant formula, powder, made with water, NFS (Store Brand Soy), Parents' Choice, Ultra Bright Beginnings"
11710962,"Infant formula, powder, made with water, NFS (Store Brand), Parents' Choice"
11710661,"Infant formula, ready-to-feed (Enfamil A.R.), Enfamil A.R. LIPIL"
11710666,"Infant formula, ready-to-feed (Enfamil EnfaCare), Enfamil EnfaCare LIPIL"
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions), Enfagrow PREMIUM Next Step LIPIL, Enfagrow PREMIUM"
11710671,"Infant formula, ready-to-feed (Enfamil Gentlease), Enfamil Gentlease Lipil"
11710631,"Infant formula, ready-to-feed (Enfamil Infant), Enfamil PREMIUM Infant, Enfamil LIPIL, Enfamil PREMIUM LIPIL"
11710621,"Infant formula, ready-to-feed (Enfamil Newborn), Enfamil PREMIUM Newborn"
11740311,"Infant formula, ready-to-feed (Enfamil Nutramigen), Enfamil Nutramigen Lipil, Enfamil Nutramigen with Enflora LGG"
11740401,"Infant formula, ready-to-feed (Enfamil Pregestimil), Enfamil Pregestimil LIPIL"
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee), Enfamil ProSobee LIPIL"
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle), Gerber Good Start Gentle Plus"
11720611,"Infant formula, ready-to-feed (Gerber Good Start Soy), Gerber Good Start Soy Plus"
11710801,"Infant formula, ready-to-feed (PediaSure), all flavors"
11710361,"Infant formula, ready-to-feed (Similac Advance Organic), Similac Organic"
11710351,"Infant formula, ready-to-feed (Similac Advance), Similac Advance EarlyShield"
11710051,"Infant formula, ready-to-feed (Similac Expert Care Alimentum), Similac Alimentum"
11720431,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea), Similac Isomil DF Soy, Similac Isomil DF soy"
11710471,"Infant formula, ready-to-feed (Similac Expert Care NeoSure), Similac NeoSure"
11710381,"Infant formula, ready-to-feed (Similac for Spit-Up), Similac Sensitive RS, Similac Sensitive for Spit-Up"
11720411,"Infant formula, ready-to-feed (Similac Isomil Soy), Similac Isomil Advance, Similac Sensitive Isomil Soy"
11710371,"Infant formula, ready-to-feed (Similac Sensitive)"
11720801,"Infant formula, ready-to-feed (Store brand Soy), Parents' Choice, Ultra Bright Beginnings"
11710963,"Infant formula, ready-to-feed (Store Brand), Parents' Choice"
11740511,"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal), Enfamil Premature 24 Cal, Enfamil Premature 30 Cal, Enfamil 24"
11740521,"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal), Enfamil Premature LIPIL 20, iron, Enfamil Premature 24 Cal, Enfamil Premature 30 Cal, Enfamil 24"
11710805,"Infant formula, with fiber, NS as to form (PediaSure Fiber), all flavors"
11710806,"Infant formula, with fiber, ready-to-feed (PediaSure Fiber), all flavors"
51807000,"Injera, Ethiopian bread"
58407050,"Instant soup, noodle with egg, shrimp or chicken"
58407010,"Instant soup, noodle, meat and/or vegetable flavors, Nutri-System Chicken Noodle Soup, instant soup, NFS, Campbell's dry soups"
93301400,"Irish Coffee, Coffee Royale"
83300600,"Italian dressing, fat free, nonfat, Nutri-System, vinaigrette dressing, greek dressing, onion or Vidalia onion dressing, Champagne dressing, celery seed dressing, vinegar, sugar and water dressing, red wine, balsamic, or raspberry vinegar dressing"
83205450,"Italian dressing, light, Newman's Own Light, diet, low calorie, low fat, reduced calorie, or reduced fat dressing, vinaigrette dressing, Greek dressing, onion or Vidalia onion dressing, Champagne dressing, celery seed dressing, red wine, balsamic, or raspberry vinegar dressing"
83106000,"Italian dressing, made with vinegar and oil, vinaigrette dressing, vinegar and oil, Italian dressing, NFS, Greek dressing, Feta cheese dressing, Champagne dressing, celery seed dressing, onion or Vidalia onion dressing, red wine, balsamic, or raspberry vinegar dressing"
91601000,"Italian Ice, all flavors, NS as to type"
91601010,"Italian Ice, no sugar added, all flavors, reduced sugar, sugar free"
25221350,"Italian sausage, hot links, all meats / poultry"
28315160,"Italian Wedding Soup, canned, ready-to-serve, home recipe"
93301083,"Jagerbomb, jager bomb, Jagermeister with energy drinks, Red Bull, Rockstar, Vault, Amp, Full Throttle, and Monster"
75340200,"Jai, Monk's Food, mushrooms, lily roots, bean curd, water chestnuts"
91402000,"Jam, preserve, all flavors, NS as to type"
91406600,"Jam, preserve, marmalade, reduced sugar, all flavors, low sugar"
91406000,"Jam, preserve, marmalade, sugar free, all flavors, dietetic"
91406500,"Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors, fruit spread, spreadable fruit, all fruit"
27363100,"Jambalaya with meat and rice, chicken and sausage jambalaya"
19297,Jams and preserves
43344,"Jams, preserves, marmalade, reduced sugar"
19920,"Jams, preserves, marmalades, sweetened with fruit juice"
19300,Jellies
43027,"Jellies, no sugar (with sodium saccharin), any flavors"
58201045,"Jelly sandwich, reduced sugar jelly, on wheat bread, jam, marmalade, preserve, spreadable fruit, all fruit, all flavors, no sugar added, dietetic, fruit juice sweetened"
58201035,"Jelly sandwich, reduced sugar jelly, on white bread, jam, marmalade, preserve, spreadable fruit, all fruit, all flavors, no sugar added, dietetic, fruit juice sweetened, other bread such as  potato, Italian, and rye, bread, NFS"
58201055,"Jelly sandwich, reduced sugar jelly, on whole wheat bread, jam, marmalade, preserve, spreadable fruit, all fruit, all flavors, no sugar added, dietetic, fruit juice sweetened, whole grain bread, multigrain bread"
58201000,"Jelly sandwich, regular jelly, NFS"
58201015,"Jelly sandwich, regular jelly, on wheat bread, jam, marmalade, preserve, honey, fruit butter, fruit paste, all flavors, NS as to type of jelly"
58201005,"Jelly sandwich, regular jelly, on white bread, jam, marmalade, preserve, honey, fruit butter, fruit paste, all flavors, NS as to type of jelly, other bread such as potato, Italian, and rye, bread, NFS"
58201025,"Jelly sandwich, regular jelly, on whole wheat bread, jam, marmalade, preserve, honey, fruit butter, fruit paste, all flavors, NS as to type of jelly, whole grain bread, multigrain bread"
91401000,"Jelly, all flavors, NS as to type"
91405500,"Jelly, reduced sugar, all flavors, low sugar"
91405000,"Jelly, sugar free, all flavors, dietetic"
75111800,"Jicama, raw, yambean"
52211010,Johnnycake
9443,"Juice, apple and grape blend, with added ascorbic acid"
27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing"
72119223,"Kale, canned, cooked, fat added, NS as to fat added"
72119213,"Kale, canned, cooked, no added fat, cooking spray"
72119221,"Kale, fresh, cooked, fat added"
72119221,"Kale, fresh, cooked, fat added, NS as to fat added, from restaurant"
72119211,"Kale, fresh, cooked, no added fat"
72119211,"Kale, fresh, cooked, no added fat, cooking spray"
11236,"Kale, frozen, cooked, boiled, drained, without salt"
72119222,"Kale, frozen, cooked, fat added, NS as to fat added"
72119212,"Kale, frozen, cooked, no added fat, cooking spray"
72119220,"Kale, NS as to form, cooked, with or without fat"
93301085,Kamikaze
1289,"Kefir, lowfat, plain, LIFEWAY"
1290,"Kefir, lowfat, strawberry, LIFEWAY"
11115400,"Kefir, NS as to fat content, fermented milk drink, plain, all flavors"
74401010,"Ketchup, catsup"
74401110,"Ketchup, reduced sodium, catsup"
58117310,"Kibby, Puerto Rican style, beef and bulgur, Plato Arabe"
58161321,"Kidney beans and brown rice, red"
58160102,"Kidney beans and rice, from fast food / restaurant, red"
58160150,"Kidney beans and white rice, red, all types of rice except brown"
41106170,"Kidney beans with meat, red"
41106040,"Kidney beans, from canned, fat added, red, NS as to fat, NS as to meat"
41106080,"Kidney beans, from canned, no added fat, red"
41106110,"Kidney beans, from canned, reduced sodium, red, with or without fat, NS as to meat"
41106010,"Kidney beans, from dried, fat added"
41106010,"Kidney beans, from dried, fat added, red, NS as to fat, NS as to meat, frozen"
41106020,"Kidney beans, from dried, no added fat, red, frozen"
41106150,"Kidney beans, from fast food / restaurant, red"
41105990,"Kidney beans, NFS, red"
25130000,"Kidney, cooked, beef, pork, veal, lamb, venison/deer"
7968,"Kielbasa, fully cooked, grilled"
75502520,"Kimchi, Kim Chee"
58122250,"Kishke, stuffed derma, flour-filled beef casings"
91705430,Kit Kat White
91705030,"Kit Kat, Kit Kat Bites"
63126500,"Kiwi fruit, raw, kiwifruit"
9148,"Kiwifruit, green, raw"
7038,"Knackwurst, knockwurst, pork, beef"
58122320,"Knish, cheese, pastry filled with cheese"
58122330,"Knish, meat, pastry filled with meat"
58122310,"Knish, potato, pastry filled with potato"
25221110,"Knockwurst, Knoblauch, all meats / poultry"
75218011,"Kohlrabi, cooked, with or without fat"
83208500,Korean dressing or marinade
61110010,"Kumquat, raw"
9149,"Kumquats, raw"
27415170,Kung Pao beef
27445220,"Kung pao chicken, cashew chicken"
27420150,Kung Pao pork
27450470,Kung Pao shrimp
91718300,"Ladoo, round ball, Asian-Indian dessert"
23101010,"Lamb chop, NS as to cut, cooked, lean and fat eaten, mutton chop, NS as to cut"
23101020,"Lamb chop, NS as to cut, cooked, lean only eaten, mutton chop, NS as to cut"
23101000,"Lamb chop, NS as to cut, cooked, NS as to fat eaten, mutton chop, NS as to cut"
23111010,"Lamb hocks, cooked, mutton hocks"
27233000,Lamb or mutton and noodles with gravy
27231000,Lamb or mutton and potatoes with gravy
27232000,Lamb or mutton and potatoes with tomato-based sauce
27130050,Lamb or mutton goulash
27230010,Lamb or mutton loaf
27330110,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27330220,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27330030,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy, lamb or mutton stew, NFS"
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27430410,"Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy"
27430400,"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy"
27130010,Lamb or mutton with gravy
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy"
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27430610,"Lamb shish kabob with vegetables, excluding potatoes"
23410010,"Lamb, baby food, strained, Beech-Nut Stage 1 Lamb and Broth, Gerber Second Foods"
17002,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked"
17060,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised"
17008,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised"
23132000,"Lamb, ground or patty, cooked, mutton, ground or patty"
17225,"Lamb, ground, cooked, broiled"
17224,"Lamb, ground, raw"
17012,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted"
17014,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted"
23104010,"Lamb, loin chop, cooked, lean and fat eaten, lamb steak, mutton loin chop, mutton steak"
23104020,"Lamb, loin chop, cooked, lean only eaten, lamb steak, mutton loin chop, mutton steak"
23104000,"Lamb, loin chop, cooked, NS as to fat eaten, lamb steak, mutton loin chop, mutton steak"
17024,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled"
17027,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled"
23000100,"Lamb, NS as to cut, cooked, mutton, NS as to cut"
28331110,"Lamb, pasta, and vegetable soup, Puerto Rican style, Sopa carne de oveja, pasta y vegetales"
17030,"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled"
17033,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled"
23110050,"Lamb, ribs, cooked, lean and fat eaten, mutton ribs"
23110000,"Lamb, ribs, cooked, lean only eaten, mutton ribs"
23110010,"Lamb, ribs, cooked, NS as to fat eaten, mutton ribs"
23120110,"Lamb, roast, cooked, lean and fat eaten, mutton roast, lamb leg, mutton leg"
23120120,"Lamb, roast, cooked, lean only eaten, mutton roast, lamb leg, mutton leg"
23120100,"Lamb, roast, cooked, NS as to fat eaten, mutton roast, lamb leg, mutton leg"
23107010,"Lamb, shoulder chop, cooked, lean and fat eaten, mutton shoulder chop"
23107020,"Lamb, shoulder chop, cooked, lean only eaten, mutton shoulder chop"
23107000,"Lamb, shoulder chop, cooked, NS as to fat eaten, mutton shoulder chop"
17038,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted"
17035,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw"
17042,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted"
17039,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, raw"
72120220,"Lambsquarter, cooked, with or without fat"
11245,"Lambsquarters, cooked, boiled, drained, without salt"
58301050,"Lasagna with cheese and meat sauce, diet frozen meal, Weight Watchers Lasagna with meat, tomato sauce, and cheese, Budget Gourmet Lasagna with Meat Sauce"
58130140,Lasagna with chicken or turkey
22916,"Lasagna with meat & sauce, frozen entree"
58130020,Lasagna with meat and spinach
58130013,"Lasagna with meat, canned, Chef Boyardee Lasagna, Sir Chomps-a-Lot Bite Size Lasagna, microwavable tub"
58130014,"Lasagna with meat, from restaurant, fast food, other place"
58130016,"Lasagna with meat, frozen"
58130015,"Lasagna with meat, home recipe"
58130011,"Lasagna with meat, lasagna NFS"
22910,"Lasagna, cheese, frozen, prepared"
58130310,"Lasagna, meatless"
58130320,"Lasagna, meatless, with vegetables"
58130150,"Lasagna, with chicken or turkey, and spinach"
27460100,"Lau lau, pork and fish wrapped in taro or spinach leaves"
41205055,"Layer dip, any number of layers, taco dip, Mexican dip, seven layer dip"
22962,"LEAN POCKETS, Ham N Cheddar"
18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate"
18370,"Leavening agents, baking powder, double-acting, straight phosphate"
18372,"Leavening agents, baking soda"
18373,"Leavening agents, cream of tartar"
18375,"Leavening agents, yeast, baker's, active dry"
18374,"Leavening agents, yeast, baker's, compressed"
75605010,"Leek soup, cream of, prepared with milk"
75218400,"Leek, cooked, with or without fat"
75112500,"Leek, raw"
11246,"Leeks, (bulb and lower leaf-portion), raw"
71701500,"Lefse (Norwegian), potato and flour pancake, any source"
9153,"Lemon juice from concentrate, canned or bottled"
61204200,"Lemon juice, 100%, canned or bottled, frozen, Real Lemon"
61204010,"Lemon juice, 100%, freshly squeezed"
61204000,"Lemon juice, 100%, NS as to form"
9152,"Lemon juice, raw"
9156,"Lemon peel, raw"
61113500,Lemon pie filling
81301020,"Lemon-butter sauce, butter sauce"
61113010,"Lemon, raw"
92511000,"Lemonade, frozen concentrate, not reconstituted"
14292,"Lemonade, frozen concentrate, white"
92510960,"Lemonade, fruit flavored drink, Snapple lemonade, Country Time lemonade flavored drink, canned, lemonade, NFS, limeade, NFS"
92550370,"Lemonade, fruit juice drink, light, Tropicana Trop 50 Lemonade"
92510955,"Lemonade, fruit juice drink, Turkey Hill lemonade, Simply Lemonade, Minute Maid lemonade, Apple & Eve lemonade, Minute Maid Limeade, Simply Limeade, lemonade, freshly squeezed"
9150,"Lemons, raw, without peel"
41311030,Lentil curry
41311040,"Lentil curry with rice, chickpea, other beans, tofu, with vegetables"
41311030,"Lentil curry, chickpea, other beans, tofu, with vegetables"
41603010,"Lentil soup, home recipe, canned, or ready-to-serve"
41305020,"Lentils, from canned, with or without fat, frozen, NS as to meat"
41304990,"Lentils, from dried, fat added"
41304990,"Lentils, from dried, fat added, NS as to fat, NS as to meat, frozen"
41305000,"Lentils, from dried, no added fat, frozen"
16070,"Lentils, mature seeds, cooked, boiled, without salt"
41304970,"Lentils, NFS"
16069,"Lentils, raw"
75113080,"Lettuce, arugula, raw"
75113060,"Lettuce, Boston, raw"
