id1,code.1,description.1,id2,code.2,description.2,Weight
438,54936232579,"Good Thins Simply Salt Rice Snacks Gluten Free Crackers, 3.5 oz",4636,5147,"Goose, domesticated, meat and skin, cooked, roasted",0.7164270152505446
453,24814682827,"Lundberg Rice Chips, Sea Salt, 6 Oz",5558,43131,"Luncheon slices, meatless",0.7164166666666666
409,43376203025,"Orville Redenbacher’s Original Gourmet Yellow Popcorn Kernels, 30 Ounce",6203,9209,"Orange juice, chilled, includes from concentrate",0.7163973773562814
262,75378596809,"Just Crack an Egg Rustic Scramble Breakfast Bowl Kit with Turkey Sausage, Mozzarella Cheese, Potatoes, Mushrooms, Onions and Red Peppers, 3 oz. Cup",2778,24103070,"Chicken, NS as to part, grilled with sauce, NS as to skin eaten, barbecued with sauce, with barbecue sauce or marinade, any source",0.7163328734757306
197,19938940097,"Petit Pot Salted Pot De Creme, Caramel, 3.5 oz",6502,16150,"Peanut butter, smooth, reduced fat",0.7162546177891447
6,55460747028,"Betty Crocker Wild Blueberry Muffin and Quick Bread Mix, 16.9 oz",962,14163,"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",0.7162249354774668
382,11357908385,Maille Pickles Cornichons Original 13.5 oz,5586,58145300,"Macaroni or noodles with cheese, whole grain",0.7162063989650196
410,62722490794,"Healthy Choice Power Dressing Plant-Based Keto Friendly Salad Dressing, 12 Fl Oz",4939,25220910,"Head cheese, jellied pork, hog's head cheese, pork head cheese",0.7161608313663781
27,41257845356,"Gatorade Whey Protein Bars, Cookies & Crème, 2.8 oz bars (Pack of 12, 20g of protein per bar)",4588,51121025,"Garlic bread, from fast food / restaurant, from other place, garlic toast, Texas toast, made from all bread types",0.7161542530776195
442,67149086279,"Quaker Rice Crisps, Cheddar, 6.06 Ounces",7485,43282,"Quail, cooked, total edible",0.7161111111111111
6,55460747028,"Betty Crocker Wild Blueberry Muffin and Quick Bread Mix, 16.9 oz",649,28310420,"Beef and rice soup, Puerto Rican style, Sopa de carne y arroz",0.715982018045495
183,44800324698,"Califia Farms - Unsweetened Better Half Coffee Creamer, 32 Oz | Half and Half | Coconut Cream and Almond Milk | Dairy Free | Whole30 | Plant Based | Keto | Sugar Free | Shelf Stable",1705,92410250,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener, all flavors sugar-free, low-calorie water, diet tonic water, Clearly Canadian Zero",0.7159517839751268
76,69164508401,"Kerrygold Pure Irish Butter, Salted, 8 oz",1279,51133020,"Bread, sour dough, toasted, pre-sliced or not",0.7159496386630533
320,29798384820,"Gardein Teriyaki Plant-Based Chick'n Strips, Vegan, Frozen, 10.5 oz.",4586,41602020,"Garbanzo bean or chickpea soup, home recipe, canned or ready-to-serve",0.7159189833586316
328,72084853415,"MorningStar Farms Veggitizers Meatless Chicken Wings, Plant Based Protein Vegan Meat, Frozen Meal, Buffalo, 10.5oz Bag (1 Bag)",5862,14660200,"Mozzarella sticks, breaded, baked, or fried, fried cheese served in a restaurant, mozzarella en carossa, Banquet, fried mozzarella, any cheese",0.7158655637528877
311,25503084094,"Haagen-Dazs Ice Cream, White Chocolate Raspberry Truffle, 14 oz (Frozen)",4874,27120030,"Ham or pork with barbecue sauce, Asian barbecue pork, Char siu pork",0.7157737880645082
284,35652824971,Gala Apples,4597,81301000,Garlic sauce,0.7157287157287157
488,50982586853,"Organic Green Onion (Scallions), 1 Bunch",6212,61122330,"Orange, canned, in syrup",0.7155555555555556
430,57269697112,"Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 3.29 Oz, 6 count",6203,9209,"Orange juice, chilled, includes from concentrate",0.7155555555555556
248,76658234973,"Organic Valley, Organic Free-Range Medium Brown Eggs - 18 ct",6203,9209,"Orange juice, chilled, includes from concentrate",0.7155555555555556
224,15682068919,"Sunsweet Amazin' Pitted Dried Prunes, 8 oz",8702,91106010,"Sugar substitute and sugar blend, Domino Light",0.7155003450655625
208,20374524050,"Fresh Brand – Berry Pie, 26 oz (Frozen)",4381,55301015,"French toast, whole grain",0.715390243902439
394,28136907915,Lean Cuisine Features Four Cheese Frozen Pizza,5461,11250,"Lettuce, butterhead (includes boston and bibb types), raw",0.7153872824353373
404,28098554304,"Amy's Frozen Cheese Pizza, Made with Mozzarella and Organic Tomatoes, Hand Stretched Crust, Single Serve",7527,22976,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",0.7152014652014652
466,98865196276,"Trans-Ocean Products, Crab Classic Flake, 8 oz",9094,42501000,"Trail mix with nuts and fruit, gorp, seeds",0.7150338164251208
210,66856187682,"Pillsbury Heat and Eat Cinnamon Roll, 4 ct 10.8oz",6868,21226,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",0.7149359743897559
488,50982586853,"Organic Green Onion (Scallions), 1 Bunch",6213,61122330,"Orange, canned, in syrup, mandarin",0.7149019607843139
409,43376203025,"Orville Redenbacher’s Original Gourmet Yellow Popcorn Kernels, 30 Ounce",6204,9211,"Orange juice, chilled, includes from concentrate, with added calcium",0.7148684714340414
447,49393502047,"Quaker Rice Crisps, Chocolate, 3.52 oz Bag (Packaging May Vary)",7485,43282,"Quail, cooked, total edible",0.7148148148148148
124,57746884761,Velveeta Original Cheese Loaf (8 oz Block),9415,75649150,"Vegetable noodle soup, home recipe",0.7148085901027077
10,26701403227,"Bisquick, Pancake and Baking Mix, 40 oz",1090,52104040,"Biscuit, wheat, whole wheat, whole grain",0.7148076923076923
91,39543393165,"Land O Lakes Unsalted Butter, 1 lb.",5390,23110050,"Lamb, ribs, cooked, lean and fat eaten, mutton ribs",0.7147919908704222
291,91445273218,"Ben & Jerry's Tonight Dough Ice Cream, 1 pt, 16 fl oz (Frozen)",673,27415150,"Beef chow mein or chop suey, no noodles",0.7147711607389026
121,48937625463,"Cello Whisps Pure Parmesan Cheese Crisps, 2.12 Oz",1917,57417000,"Cereal (Post Shredded Wheat), spoon size shredded wheat",0.7145883808068682
65,34900285242,Wonder Classic White Bread Loaf - 20 oz Bag,9631,58111120,"Wonton, fried, meatless, fried dumpling, pot Sticker",0.7145790543077365
431,11442801370,"Lesser Evil Buddha Bowl Himalayan Pink Organic Popcorn, 5 Oz",5431,71701500,"Lefse (Norwegian), potato and flour pancake, any source",0.7145348219032429
374,26630124873,"Mezzetta Deli-Sliced Pepper Rings, Mild, 16 Ounce",5712,28310230,"Meatball soup, home recipe, Mexican style, Sopa de Albondigas",0.7144605294488197
314,90746072412,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Original, 8oz Bag (6 Patties)",5605,58148110,"Macaroni or pasta salad, made with mayonnaise, made with assorted vegetables, Betty Crocker Suddenly Salad, NS as to type of dressing",0.714265730772113
31,57606761615,"Kind Healthy Grains Bars, Dark Chocolate Chunk, 1.2 Ounce, 5 Count",5319,58160102,"Kidney beans and rice, from fast food / restaurant, red",0.7140379403794037
364,98233069887,"Crosse & Blackwell Premium 100% Non-Pareil Capers, 3.5 ounces",3580,58120120,"Crepe, filled with meat, poultry, or seafood, no sauce, any source",0.7139972293910718
478,66534969814,"Gorton's, Crispy Battered Fish Portions, 24.5 oz (Frozen)",4644,52208760,"Gordita/sope shell, plain, no filling",0.7139864560917193
465,99231960152,"Gorton's, Classic Beer Batter Crispy Fillets, 18.2 oz (Frozen)",4639,58104270,"Gordita, sope, or chalupa with beans and sour cream",0.7139047016656126
94,66295653128,"Land O Lakes Half Stick Salted, Buttery, 8 Ounce",5391,23110000,"Lamb, ribs, cooked, lean only eaten, mutton ribs",0.7138888888888888
260,50297757138,"Pete & Gerry's , Organic Cage-Free Omega-3 Large Grade A Brown, 1 dozen, egg, 12 Count",6538,67114010,"Pears and pineapple, baby food, strained, Beech-Nut Stage 2, Gerber Second Foods",0.713875968992248
121,48937625463,"Cello Whisps Pure Parmesan Cheese Crisps, 2.12 Oz",1806,11141,"Celeriac, raw",0.7137728937728938
277,43169534520,"Organic Red Raspberries, 6 oz",6212,61122330,"Orange, canned, in syrup",0.7136653895274584
152,33536527926,Snickers Minis Size Chocolate Candy Bars 40-Ounce Bag,8270,19411,"Snacks, potato chips, plain, salted",0.7135282327735158
17,73275280254,"Bisquick Shake N Pour, 10.6 oz",1090,52104040,"Biscuit, wheat, whole wheat, whole grain",0.7135185185185184
313,32635111070,"MorningStar Farms Veggie Burgers, Plant Based Protein, Frozen Meal, Spicy Black Bean, 9.5oz Bag (4 Burgers)",5861,14670000,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing, Caprese Salad",0.7134649722665449
28,55396918426,"Larabar Banana Bread, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct",5372,23410010,"Lamb, baby food, strained, Beech-Nut Stage 1 Lamb and Broth, Gerber Second Foods",0.7134248366013072
90,79250745257,"Land O Lakes Salted Whipped Butter, 8 oz Tub",5390,23110050,"Lamb, ribs, cooked, lean and fat eaten, mutton ribs",0.7134111513618155
312,72862217551,"Haagen-Dazs Ice Cream, Chocolate, 14 oz (Frozen)",4910,22311520,"Ham, smoked or cured, canned, lean only eaten",0.7133333333333333
42,25837932749,"Fiber 1 Oats and Chocolate Bar Value Pack, 14.1 oz, 10 ct",4158,26100133,"Fish, NS as to type, coated, baked or broiled, no added fat",0.7133040265957304
311,25503084094,"Haagen-Dazs Ice Cream, White Chocolate Raspberry Truffle, 14 oz (Frozen)",4911,22311500,"Ham, smoked or cured, canned, NS as to fat eaten",0.7132553606237816
381,76803617466,"Brunswick Kippered Snacks, 3.53 oz",25,75102750,"Brussels sprouts, raw",0.7131473102061336
187,25559743488,"Califia Farms - Hemp Milk, Barista Blend, 32 Oz | Dairy Free | Creamer | Vegan | Plant Based | Gluten-Free | Non-GMO | Shelf Stable",1706,92410210,"Carbonated water, unsweetened, all flavors, club soda, Perrier, seltzer water, sparkling mineral water",0.7131275450089999
386,38441682259,"Red Baron, Classic Pepperoni Pizza, 20.60 oz (Frozen)",7578,36619,"Restaurant, Chinese, kung pao chicken",0.7130767923220753
435,12767409505,"Quaker Rice Cakes, Chocolate Crunch, 7.23 oz",7484,24403100,"Quail, cooked, partridge",0.713047138047138
18,44808900386,"General Mills, Bisquik Shake And Pour, Buttermilk, 5.1 Oz",4604,91511020,"Gelatin dessert, sugar free, with fruit, jello",0.7130285218587816
197,19938940097,"Petit Pot Salted Pot De Creme, Caramel, 3.5 oz",6590,25221255,"Pepperoni, reduced fat, low fat, lean, fat free",0.7130146983245965
67,65788226231,"La Brea, Bread French Baguette Take And Bake, 12 Ounce",5417,58130150,"Lasagna, with chicken or turkey, and spinach",0.7130082183845625
38,93995325291,"Atkins Protein Meal Bar, Chocolate Peanut Butter, Keto Friendly, 5 Count",7045,22201070,"Pork steak or cutlet, battered, fried, lean only eaten",0.712994457042076
103,86259121203,"Nature's Path Organic Gluten Free Granola, Honey Almond, 11 Oz Pouch",5966,41420200,"Natto, fermented soybean product",0.7129084967320262
311,25503084094,"Haagen-Dazs Ice Cream, White Chocolate Raspberry Truffle, 14 oz (Frozen)",4908,7028,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",0.7128427128427128
337,10138173311,"PLANTERS Deluxe Salted Mixed Nuts, 34 oz. Resealable Canister - Contains Cashews, Almonds, Pecans, Pistachios & Hazelnuts Seasoned with Sea Salt",6840,58109050,"Pizza, cheese and vegetables, whole wheat thin crust, original, medium, hand-tossed, flatbread, or NS as to type of crust",0.7126822938854335
201,25315523125,"Table Talk 4"" Blueberry Pie, Sugar Free, 4 oz",8851,58175110,"Tabbouleh, Tabbuli, bulgar with tomatoes and parsley",0.7124928774928775
455,73354410597,"Quaker Rice Crisps, Kettle Corn, 3.52 oz Bag (Packaging May Vary)",7485,43282,"Quail, cooked, total edible",0.7124216524216525
365,14481325699,"Mediterranean Organic Capers, 3.5 oz",5700,27563010,Meat spread or potted meat sandwich,0.7124001924001924
433,44504784168,"Quaker Rice Crisps Sweet & Savory Variety Pack, 14 Count",7487,27510232,Quarter Pounder with cheese (McDonalds),0.7123100664767332
112,33986409144,"Lucky Charms, Marshmallow Breakfast Cereal with Unicorns, Gluten Free, 14.9 oz",5551,75220101,"Luffa, cooked, Chinese okra, with or without fat",0.7123076923076923
424,65925395677,"Orville Redenbacher's Kettle Corn Microwave Popcorn, 3.28 Ounce Classic Bag, 6-Count",6205,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",0.7122725512969416
17,73275280254,"Bisquick Shake N Pour, 10.6 oz",1085,52103000,"Biscuit, from fast food / restaurant",0.7122222222222223
26,95926363745,"Nature Valley Chewy Granola Bars, Protein Variety Pack, Gluten Free, 21.3 oz, 15 ct",5963,58104130,"Nachos with meat and cheese, with beef, steak, pork, sausage, and/or chorizo",0.7122208795459892
310,22816128807,Ben & Jerry's Non-Dairy Frozen Dessert Cherry Garcia Certified Vegan ice cream 16 oz,649,28310420,"Beef and rice soup, Puerto Rican style, Sopa de carne y arroz",0.7122170179547228
456,14235309279,"Quaker Rice Cake Caramel Corn, 3.52 oz Bag",7483,31203000,"Quail egg, canned",0.7121920563097034
410,62722490794,"Healthy Choice Power Dressing Plant-Based Keto Friendly Salad Dressing, 12 Fl Oz",4941,25120000,"Heart, cooked, beef, pork, veal, lamb, venison/deer, chicken",0.7121198830409357
286,32746476696,"Organic Red Seedless Grapes, 2 lb",6209,9452,Orange Pineapple Juice Blend,0.712092352092352
291,91445273218,"Ben & Jerry's Tonight Dough Ice Cream, 1 pt, 16 fl oz (Frozen)",672,27313110,Beef chow mein or chop suey with noodles,0.712043010752688
180,93780251167,"Dream Blends Rice Drink, Enriched Vanilla, 32 oz",3719,58128220,"Dressing with chicken or turkey and vegetables, poultry stuffing with vegetables, stuffing with giblets",0.7120344347924827
157,64309834517,"Brach's Classic Candy Corn, 11 oz bag",1159,7014,"Braunschweiger (a liver sausage), pork",0.7117052459157721
300,89237589075,"Ben & Jerry's Cherry Garcia Ice Cream, 1 pt, 16 fl oz (Frozen)",649,28310420,"Beef and rice soup, Puerto Rican style, Sopa de carne y arroz",0.7116766196747107
90,79250745257,"Land O Lakes Salted Whipped Butter, 8 oz Tub",5391,23110000,"Lamb, ribs, cooked, lean only eaten, mutton ribs",0.7115813305468477
339,31429132591,"PLANTERS Deluxe Mixed Nuts with Hazelnuts, 15.25 oz. Resealable Canister - Cashews, Almonds, Hazelnuts, Pistachios & Pecans Roasted in Peanut Oil with Sea Salt - Kosher Savory Snack",6355,58146120,"Pasta with tomato-based sauce, cheese and meat, Cannelloni, Baked Ziti with meat, spaghetti, any shape pasta, marinara, red sauce, NS sauce kind",0.7115407903492889
44,23942220278,"Atkins Snack Bar, Caramel Chocolate Nut Roll, Keto Friendly, 1.55 Ounce, 5 count",2769,24100020,"Chicken, NS as to part and cooking method, skin not eaten, any source",0.7115150757954357
65,34900285242,Wonder Classic White Bread Loaf - 20 oz Bag,9630,58111110,"Wonton, fried, filled with meat, poultry, or seafood,, fried dumpling, pot Sticker",0.7114898846662886
404,28098554304,"Amy's Frozen Cheese Pizza, Made with Mozzarella and Organic Tomatoes, Hand Stretched Crust, Single Serve",3393,58128120,"Cornmeal dressing with chicken or turkey and vegetables, cornbread stuffing with poultry and vegetables",0.7114002041954604
263,57307940903,Pete and Gerry's Organic Liquid Egg Whites- 16oz,6534,62119100,"Pear, dried",0.7113131313131312
502,47826336482,"Jalapeno Peppers, 8 oz",6598,11979,"Peppers, jalapeno, raw",0.7112299465240641
418,33911565548,"Orville Redenbacher's Ultimate Butter Popcorn, (3.29 Ounce Classic Bag, 6 Packets), 19.74 Ounce",6205,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",0.7111562701710871
407,44784596735,"Red Baron, French Bread 5 Cheese and Garlic Pizza, 8.80 oz (Frozen)",7579,36629,"Restaurant, Chinese, orange chicken",0.7110879102026811
180,93780251167,"Dream Blends Rice Drink, Enriched Vanilla, 32 oz",3722,4706,"Dressing, honey mustard, fat-free",0.7109848484848486
99,10798570679,"Nature Valley Soft-Baked Oatmeal Squares Cinnamon Brown Sugar, 6 ct, 7.44 oz",5963,58104130,"Nachos with meat and cheese, with beef, steak, pork, sausage, and/or chorizo",0.7108771929824561
73,64660325165,"Himalayan Pink Salt Grass-Fed Ghee Butter by 4th & Heart, 9 Ounce, Keto, Pasture Raised, Non-GMO, Lactose Free, Certified Paleo",6840,58109050,"Pizza, cheese and vegetables, whole wheat thin crust, original, medium, hand-tossed, flatbread, or NS as to type of crust",0.7108757582988077
218,37755442746,"Navitas Organics Superfood Power Snacks, Cacao Goji, 8 oz. Bag, 11 Servings — Organic, Non-GMO, Gluten-Free",5964,58104180,"Nachos with meat, cheese, and sour cream, Taco Bell's Nachos Supreme, with beef, steak, pork, sausage, and/or chorizo",0.7108708539167256
506,37322048540,"GoGo squeeZ yogurtZ Variety Pack, Berry, Blueberry, 3 oz (10 Pouches) - Kid Snacks Made from Real Yogurt & Fruit - Pantry Friendly, No Fridge Needed - No Preservatives - Kosher Certified - Gluten Free",4642,58104280,"Gordita, sope, or chalupa with meat and sour cream, Taco Bell Chalupa Supreme, with beef, steak, pork, sausage, and/or chorizo, Taco Bell Gordita Supreme",0.7108683044098865
185,87334603680,"Califia Farms - Almond Milk, Unsweetened Barista Blend, 32 Oz | Dairy Free | Soy Free | Gluten Free | Whole30 | Keto | Vegan | Plant Based | Nut Milk | Non-GMO | Shelf Stable",1776,26107120,"Catfish, baked or broiled, made with oil, sauteed, fried with no coating, bullhead, NS as to fat, NS as to fat type",0.7108512410461436
197,19938940097,"Petit Pot Salted Pot De Creme, Caramel, 3.5 oz",6504,42202200,"Peanut butter, vitamin and mineral fortified, Peter Pan Plus",0.7108350586611456
31,57606761615,"Kind Healthy Grains Bars, Dark Chocolate Chunk, 1.2 Ounce, 5 Count",5317,58117310,"Kibby, Puerto Rican style, beef and bulgur, Plato Arabe",0.7107692307692307
456,14235309279,"Quaker Rice Cake Caramel Corn, 3.52 oz Bag",7484,24403100,"Quail, cooked, partridge",0.710702614379085
334,69546117565,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",7487,27510232,Quarter Pounder with cheese (McDonalds),0.7105827505827506
263,57307940903,Pete and Gerry's Organic Liquid Egg Whites- 16oz,6555,73111212,"Peas and carrots, frozen, cooked, no added fat",0.7105536975102191
43,31745117279,"Kellogg's Nutri-Grain, Soft Baked Breakfast Bars, Strawberry, Made with Whole Grain, Value Pack, 20.8 oz (16 Count)",4280,27564400,"Frankfurter or hot dog sandwich, fat free, plain, on whole grain white bread, all meats / poultry",0.7105250115701514
43,31745117279,"Kellogg's Nutri-Grain, Soft Baked Breakfast Bars, Strawberry, Made with Whole Grain, Value Pack, 20.8 oz (16 Count)",4310,27564320,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on wheat bread, all meats / poultry",0.7105250115701514
260,50297757138,"Pete & Gerry's , Organic Cage-Free Omega-3 Large Grade A Brown, 1 dozen, egg, 12 Count",6453,67413700,"Peach yogurt dessert, baby food, strained, Gerber Second Foods, Beech-Nut Stage 2",0.710386503151361
43,31745117279,"Kellogg's Nutri-Grain, Soft Baked Breakfast Bars, Strawberry, Made with Whole Grain, Value Pack, 20.8 oz (16 Count)",5314,11115400,"Kefir, NS as to fat content, fermented milk drink, plain, all flavors",0.7103714809262034
85,74990305641,"Land O Lakes Half Stick Salted, Buttery, 16 Ounce",5391,23110000,"Lamb, ribs, cooked, lean only eaten, mutton ribs",0.7102607709750566
84,67022594251,"Land O Lakes with Olive Oil and Sea Salt, Butter 13 Ounce",5418,27460100,"Lau lau, pork and fish wrapped in taro or spinach leaves",0.7102199944305208
277,43169534520,"Organic Red Raspberries, 6 oz",6213,61122330,"Orange, canned, in syrup, mandarin",0.7101902830097556
174,90524339648,"Califia Farms - Oat Milk, Original Barista Blend, 32 Oz | Dairy Free | Creamer | Vegan | Plant Based | Gluten-Free | Non-GMO | Shelf Stable",1516,55701000,"Cake made with glutinous rice, Japanese rice cake Mochi, Chinese Nian gao / gau or New Year Cake, Filipino Puto cake, Korean Tteok or Duk cake",0.7100530423728143
418,33911565548,"Orville Redenbacher's Ultimate Butter Popcorn, (3.29 Ounce Classic Bag, 6 Packets), 19.74 Ounce",6203,9209,"Orange juice, chilled, includes from concentrate",0.7099582289055972
433,44504784168,"Quaker Rice Crisps Sweet & Savory Variety Pack, 14 Count",7492,58104770,"Quesadilla with vegetables and chicken, with turkey",0.709673202614379
17,73275280254,"Bisquick Shake N Pour, 10.6 oz",1081,27351040,"Biscayne codfish, Puerto Rican style, Bacalao a la Vizcaina",0.7096516007532957
18,44808900386,"General Mills, Bisquik Shake And Pour, Buttermilk, 5.1 Oz",4601,91501020,"Gelatin dessert with fruit, jello",0.7096377306903623
339,31429132591,"PLANTERS Deluxe Mixed Nuts with Hazelnuts, 15.25 oz. Resealable Canister - Cashews, Almonds, Hazelnuts, Pistachios & Pecans Roasted in Peanut Oil with Sea Salt - Kosher Savory Snack",6608,26127120,"Perch, baked or broiled, made with oil, sauteed, fried with no coating, freshwater bass, bluegill, crappie, sunfish, walleye, NS as to fat, NS as to fat type",0.7096309577657484
121,48937625463,"Cello Whisps Pure Parmesan Cheese Crisps, 2.12 Oz",1824,57316380,Cereal (General Mills Cheerios Oat Cluster Crunch),0.7091271902700474
45,52227402605,"Quaker Big Chewy Chocolate Chip Granola Bar, Peanut Butter, 1.48oz 5 Count, 7.4oz",7484,24403100,"Quail, cooked, partridge",0.7091049382716049
247,38155083072,"Organic Valley Large Brown Free Range Organic Eggs, Half Dozen, 6 Count",6205,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",0.7090369412393378
337,10138173311,"PLANTERS Deluxe Salted Mixed Nuts, 34 oz. Resealable Canister - Contains Cashews, Almonds, Pecans, Pistachios & Hazelnuts Seasoned with Sea Salt",6370,58146160,"Pasta with vegetables, no sauce or dressing, macaroni, spaghetti, any shape of pasta, made with any vegetables other than tomatoes and onions",0.708933041301627
302,11093144697,Ben & Jerry's Ice Cream Phish Food Non-GMO 16 oz,673,27415150,"Beef chow mein or chop suey, no noodles",0.708913308913309
435,12767409505,"Quaker Rice Cakes, Chocolate Crunch, 7.23 oz",7483,31203000,"Quail egg, canned",0.7089092280268751
430,57269697112,"Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 3.29 Oz, 6 count",6218,9200,"Oranges, raw, all commercial varieties",0.7087925696594427
407,44784596735,"Red Baron, French Bread 5 Cheese and Garlic Pizza, 8.80 oz (Frozen)",7569,41205010,"Refried beans, canned, with or without fat, NS as to meat, refried beans, NFS",0.7087004876144285
369,98255915494,"Mezzetta Golden Greek Peperoncini, Whole, 16 Ounce",5698,58116210,"Meat pie, Puerto Rican style, Pastelon de carne",0.708688588007737
436,58163176387,"Quaker Rice Cakes, Caramel, 6.5 Oz",7485,43282,"Quail, cooked, total edible",0.7084921931735658
25,55883816995,"Quaker Chewy Dipps Chocolatey Covered Granola Bars, Peanut Butter, 14 Bars",7488,58104745,"Quesadilla with chicken, from fast food, Taco Bell Chicken Quesadilla",0.7084802193497846
466,98865196276,"Trans-Ocean Products, Crab Classic Flake, 8 oz",9095,42500100,"Trail mix with nuts, seeds",0.708398364920104
453,24814682827,"Lundberg Rice Chips, Sea Salt, 6 Oz",5554,25230110,"Luncheon meat, NFS, cold cut, NFS",0.7083785220627326
113,60017593272,"Quaker, Oatmeal Squares, Honey Nut, 14.5 Oz",7504,56204000,"Quinoa, NS as to fat, all liquids",0.7081512802443035
409,43376203025,"Orville Redenbacher’s Original Gourmet Yellow Popcorn Kernels, 30 Ounce",6218,9200,"Oranges, raw, all commercial varieties",0.7081230473443882
269,79404644563,"Organic Blueberries, 6 oz",6195,61210010,"Orange juice, 100%,  freshly squeezed",0.7080246562351825
38,93995325291,"Atkins Protein Meal Bar, Chocolate Peanut Butter, Keto Friendly, 5 Count",1228,51106010,"Bread, native, water, Puerto Rican style, Pan de agua, Pan Criollo",0.7079124579124579
112,33986409144,"Lucky Charms, Marshmallow Breakfast Cereal with Unicorns, Gluten Free, 14.9 oz",5516,93301450,"Liqueur with cream, Bailey's Irish Cream, Kahlua and cream",0.7078912466843501
419,89571988911,"Smartfood Popcorn, White Cheddar, 6.75oz Bag",8836,26149160,"Swordfish, steamed or poached, marlin",0.7077886977886978
499,94444882989,"English Cucumber, One Count",3945,74402260,"Enchilada sauce, green",0.7077441077441077
55,45054597970,"Ball Park Hot Dog Buns, 8 count, 14oz",525,11023,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",0.7076440076440076
167,42725771577,"Dove Promises Sea Salt and Caramel Dark Chocolate Candy Bag, 7.61 Oz",3718,24402110,"Dove, fried, squab, pigeon",0.7076357466063349
248,76658234973,"Organic Valley, Organic Free-Range Medium Brown Eggs - 18 ct",6192,93301132,"Orange Blossom, gin and orange juice, 'gin and juice'",0.7074522784949796
185,87334603680,"Califia Farms - Almond Milk, Unsweetened Barista Blend, 32 Oz | Dairy Free | Soy Free | Gluten Free | Whole30 | Keto | Vegan | Plant Based | Nut Milk | Non-GMO | Shelf Stable",1574,53116000,"Cake, pound, without icing or filling, toasted cake, yogurt honey pound cake, butter rum cake, whiskey cake, lemon pound cake with glaze, strawberry swirl pound cake, butter cake, cream cheese cake, NS as to icing or filling",0.7073547967928068
87,37342003140,"Organic Valley Salted Organic Butter, 1 lb",6213,61122330,"Orange, canned, in syrup, mandarin",0.707282913165266
107,67949795212,"Nature's Path Organic Granola Cereal, Chia Plus Coconut Chia, 12.34 Oz",6001,53720800,"Nutrition bar (Zone Perfect Classic Crunch), all flavors",0.7072619047619048
59,92574214100,"Guerrero White Corn Tortillas, Gluten Free, Trans Fat Free, Small Soft Taco Size, 30 Count",4385,55301015,"French toast, whole grain, whole wheat, multigrain, from home, store, or other place (excluding frozen)",0.7072499684150169
11,83246507399,Sticky Fingers English Scone Mix Lemon Poppyseed 15oz,8637,27251010,"Stewed salmon, Puerto Rican style, Salmon guisado",0.7072457341999121
115,82662680634,"Amazon Brand - Happy Belly Frosted Shredded Wheat Cereal, 18 Ounce",217,67113010,"Apples and pears, baby food, strained, Beech-Nut Stage 2",0.7072070371488975
278,22374075100,Navel Orange,5986,11963,"Nopales, raw",0.7071428571428573
340,81740019867,"PLANTERS Roasted Pecans, 7.25 oz. Resealable Canister - Salted Pecans - Snacks for Adults - Kids Snacks - Vegan Snacks, Kosher",6898,71980100,Poi,0.7071428571428573
365,14481325699,"Mediterranean Organic Capers, 3.5 oz",5654,81102010,"Margarine, stick, pat",0.7071428571428571
485,92229363591,Red Bell Pepper,7624,54319500,Rice paper,0.7071428571428571
228,44323196306,"365 by WFM, Dates Pitted, 8 Ounce",3655,62110100,Date,0.707070707070707
60,45452276072,Dave's Killer Bread Good Seed Organic Bread - 27 oz Loaf,3657,9087,"Dates, deglet noor",0.7069841269841269
251,17541761425,"Pete & Gerry's, Eggs Omega 3 Organic, 12 Count",6578,89902050,"Pepper, for use on a sandwich, all kinds",0.7069565217391304
339,31429132591,"PLANTERS Deluxe Mixed Nuts with Hazelnuts, 15.25 oz. Resealable Canister - Cashews, Almonds, Hazelnuts, Pistachios & Pecans Roasted in Peanut Oil with Sea Salt - Kosher Savory Snack",6360,58146352,"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe, spaghetti, any shape pasta, marinara, red sauce, NS sauce kind, NS source, vegetables other than tomatoes and onions",0.7069099020052131
430,57269697112,"Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 3.29 Oz, 6 count",6204,9211,"Orange juice, chilled, includes from concentrate, with added calcium",0.7067450980392157
44,23942220278,"Atkins Snack Bar, Caramel Chocolate Nut Roll, Keto Friendly, 1.55 Ounce, 5 count",9341,23204030,"Veal cutlet or steak, NS as to cooking method, lean only eaten",0.7066837732160312
