upc_code,upc_description,aisle,ec_code,ec_description,dist
29614687590,"Organic Valley Purity Farms Ghee, Caramel, 7.5 Oz",butter,36012,"Restaurant, family style, fried mozzarella sticks",0.2893914322485752
10798570679,"Nature Valley Soft-Baked Oatmeal Squares Cinnamon Brown Sugar, 6 ct, 7.44 oz",cereals,27151040,"Crabs in tomato-based sauce, Puerto Rican style, Salmorejo de jueyes",0.2893999705145216
10798570679,"Nature Valley Soft-Baked Oatmeal Squares Cinnamon Brown Sugar, 6 ct, 7.44 oz",cereals,23120110,"Lamb, roast, cooked, lean and fat eaten, mutton roast, lamb leg, mutton leg",0.2895603952409761
37580612045,"Vlasic Deli Style Mild Banana Pepper Rings, Keto Friendly, 12 FL OZ",pickled,58160156,"Pinto beans and white rice, calico, all types of rice except brown",0.2895647056094818
95004363616,"365 by WFM, Cheddar Sharp Bar, 8 Ounce",cheese,27220310,"Ham or pork and rice, no sauce",0.28959064327485373
99023139068,"Halo Top Birthday Cake Light Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream,71201060,"Potato chips, fat free, light, made with Olean or Olestra, any cut",0.2895911495911496
37616754639,"SNICKERS, TWIX, 3 MUSKETEERS & MILKY WAY Full Size Chocolate Candy Bars Variety Mix, 33.31-Ounce 18-Count Box",chocolate candy,41302110,"Chickpeas, from canned, reduced sodium, garbanzos, ceci, with or without fat, NS as to meat",0.2896344159622769
41882642038,Gold Pineapple,fruit,93301340,Golden Cadillac,0.28968253968253976
98533505967,"I Can't Believe It's Not Butter!, Buttery Spread, Original, 15 oz",butter,58140110,"Spaghetti with corned beef, Puerto Rican style, Espaguetti a la reina",0.2897765437552148
26312476808,"Simple Mills Almond Flour Cracker Snack Pack, Farmhouse Cheddar, 4.9 oz (PACKAGING MAY VARY)",rice cakes,55101000,"Pancakes, plain, buttermilk, hot cakes, flapjacks, from home, store, or other place (excluding frozen)",0.28982949701619787
33924632870,"HERSHEY'S Halloween Chocolate Shapes Variety Mix (YORK Pumpkin, HERSHEY'S Cookies 'n' Creme Fangs, HERSHEY'S Tombstones, REESE'S Pumpkins, & REESE'S White Chocolate Ghosts) 85 pc. 43.8 oz.",chocolate candy,58146392,"Pasta with cream sauce and added vegetables, from home recipe, spaghetti, any shape pasta, white, cheese, vodka, or Alfredo sauce, pesto, NS source, vegetables other than tomatoes and onions",0.28985698796129133
32346351450,"Earth Balance Original Buttery Spread, 15 oz.",butter,28360100,"Meat broth, Puerto Rican style, Caldo basico",0.28987493987493984
84561197490,"Ben & Jerry's Ice Cream, Chocolate Fudge Brownie, 1 pt",ice cream,58160154,"Black beans and white rice, all types of rice except brown",0.2899154379039438
41555799531,"HERSHEY'S KISSES Milk Chocolate Candy, Individually Wrapped, 10.8 oz Share Bag",chocolate candy,41601200,"Liquid from stewed kidney beans, Puerto Rican style, caldo de habichuelas coloradas",0.2899264947457718
33536527926,Snickers Minis Size Chocolate Candy Bars 40-Ounce Bag,chocolate candy,24120110,"Chicken breast, NS as to cooking method, skin eaten, any source",0.28999700509134474
72862217551,"Haagen-Dazs Ice Cream, Chocolate, 14 oz (Frozen)",ice cream,56201600,"Masa harina, cooked, Harina de maize con leche",0.2900563607085347
43593205410,Lean Cuisine Favorites French Bread Pepperoni Frozen Pizza,pizza,63401070,"Fruit, chocolate covered, strawberries, banana, apple, pineapple",0.290110153256705
86193594642,"Amazon Brand - Happy Belly Steel Cut Oats, 25 Ounce",cereals,27213120,"Porcupine balls with tomato-based sauce, beef and rice balls",0.2901428788569692
94074461021,"Amazon Brand - Happy Belly Powdered Non-dairy Original Coffee Creamer (Fat-Free), 16 Ounce",dairy alternatives,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",0.2902530253025304
25085330007,"Chobani Flip Low-fat Greek Yogurt, Key Lime Crumble, 5.3 Ounce",yogurt,53115100,"Cake or cupcake, marble, without icing or filling",0.2902536858704472
98865196276,"Trans-Ocean Products, Crab Classic Flake, 8 oz",seafood,27550110,"Crab cake sandwich, soft shell crab, shrimp cake",0.2902549288418854
98865196276,"Trans-Ocean Products, Crab Classic Flake, 8 oz",seafood,41104200,"Pinto beans, from fast food / restaurant, calico",0.2902549288418854
60981974519,"Amazon Brand - Happy Belly Rice Biscuits Cereal, 12 Ounce",cereals,27213120,"Porcupine balls with tomato-based sauce, beef and rice balls",0.2902762224710713
37755442746,"Navitas Organics Superfood Power Snacks, Cacao Goji, 8 oz. Bag, 11 Servings — Organic, Non-GMO, Gluten-Free",dried fruit,27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0.2903424573104786
35616167514,"Fresh Brand – Patriotic Chocolate Mini Cupcakes, 10 oz (12 ct) (Seasonal)",desserts,27111405,"Chili con carne with beans, from restaurant, fast food, other place",0.29037812184407974
69164508401,"Kerrygold Pure Irish Butter, Salted, 8 oz",butter,57151000,"Cereal, crispy rice, Nature's Path, store brands",0.29041943828529193
15774300165,"365 by WFM, Cranberries Dried Sweetened Organic, 8 Ounce",dried fruit,58155810,"Stewed rice, Puerto Rican style, red rice, Arroz guisado",0.29042081949058696
89469664340,"Amazon Brand - Happy Belly Powdered Non-dairy Original Coffee Creamer, 16 Ounce",dairy alternatives,67501100,"Apples with ham, baby food, strained, Gerber Second Foods Simple Recipe",0.29044505648762353
37755442746,"Navitas Organics Superfood Power Snacks, Cacao Goji, 8 oz. Bag, 11 Servings — Organic, Non-GMO, Gluten-Free",dried fruit,75211032,"Cabbage, green, cooked with butter or margarine, NS as to color, animal fat, shortening, from restaurant",0.2905173025889537
83584217906,"Trans-Ocean Products, Crab Classic Crab Leg, 8 oz",seafood,51106300,"Bread, caressed, Puerto Rican style, Pan sobao",0.2905287718952314
49048030472,"Chobani Greek Yogurt, 2%, Mango, 5.3 oz",yogurt,91302010,Honey,0.2905982905982907
50170192199,"Chobani Greek Yogurt, 0%, Plain, 5.3 oz",yogurt,91302010,Honey,0.2905982905982907
67703551996,Red Mango,fruit,41205010,Refried beans,0.2905982905982907
83445167149,"Nature Valley Oats & Honey Big & Crunchy Granola Breakfast Cereal, 16 oz.",cereals,8560,"Cereals ready-to-eat, KASHI GO LEAN CRUNCH!, Honey Almond Flax",0.2906546939138507
87334603680,"Califia Farms - Almond Milk, Unsweetened Barista Blend, 32 Oz | Dairy Free | Soy Free | Gluten Free | Whole30 | Keto | Vegan | Plant Based | Nut Milk | Non-GMO | Shelf Stable",dairy alternatives,92308020,"Tea, iced, brewed, black, unsweetened, leaf, bag, or vending, McDonald's Iced Tea, black and fruit, green, herbal, white, or other tea blends, NS as to regular or decaffeinated, NS as to type of tea",0.2907414663880181
88282923515,"GODIVA Chocolatier Lady Godiva Biscuits, Dark Chocolate, 3.5 Ounce",chocolate candy,26118034,"Halibut, coated, baked or broiled, made with cooking spray",0.2907414663880181
62371058106,"Blue Diamond Almonds Low Sodium Lightly Salted Snack Nuts, 100 Calorie Packs, 32 Count",nuts and seeds,76604500,"Sweet potatoes and chicken, baby food, strained, Beech-Nut Stage 2 Delicious Duos",0.2907629264218412
98632240247,"Chobani Non-Fat Greek Yogurt, Blackberry on the Bottom 5.3oz",yogurt,53200100,"Cookie, batter or dough, raw, any type of cookie dough",0.2907687991021326
20167901089,"Peeled Snacks, Organic, Much Ado About Mango, 2.8 Oz",dried fruit,6970,"Soup, chicken broth, low sodium, canned",0.29078144078144064
32664840359,"M&M'S Fudge Brownie Sharing Size Chocolate Candy, 9.05 Oz. Stand Up Bag",chocolate candy,32202090,"Egg and bacon on biscuit, Hardee's Bacon & Egg Biscuit",0.29085159102764746
81508974099,"Kerrygold Butter Sticks, Unsalted, 8 oz",butter,51804020,"Bread, soy, toasted, pre-sliced or not",0.2908542355003336
93716919651,COLLIDERS Twisted HEATH Refrigerated Dessert (2 ct Pack),desserts,18069,"Bread, white, commercially prepared (includes soft bread crumbs)",0.29095496894409933
52360091013,"HERSHEY'S Milk Chocolate Bars, 9.3 Ounce",chocolate candy,53391150,"Pie shell, chocolate wafer, pie crust",0.291016016016016
26133210362,"Kellogg's Town House Crackers, Original, Snacks with Cheese, 13.8oz Box",rice cakes,58156410,"Rice with onions, Puerto Rican style, Arroz con cebollas",0.2910169349429913
76803617466,"Brunswick Kippered Snacks, 3.53 oz",pickled,27360100,Brunswick stew,0.2910830999066294
41555799531,"HERSHEY'S KISSES Milk Chocolate Candy, Individually Wrapped, 10.8 oz Share Bag",chocolate candy,27446200,"Chicken or turkey salad, made with mayonnaise, NS as to type of dressing",0.29109928050606015
44808900386,"General Mills, Bisquik Shake And Pour, Buttermilk, 5.1 Oz",baking mixes,7976,"Sausage, chicken or turkey, Italian style,  lower sodium",0.29120718462823736
98533505967,"I Can't Believe It's Not Butter!, Buttery Spread, Original, 15 oz",butter,51106010,"Bread, native, water, Puerto Rican style, Pan de agua, Pan Criollo",0.2913432972256501
44784596735,"Red Baron, French Bread 5 Cheese and Garlic Pizza, 8.80 oz (Frozen)",pizza,28310420,"Beef and rice soup, Puerto Rican style, Sopa de carne y arroz",0.2913530707120138
29798384820,"Gardein Teriyaki Plant-Based Chick'n Strips, Vegan, Frozen, 10.5 oz.",meat alternatives,51404020,"Bread, pumpernickel, toasted, with raisins, pre-sliced or not",0.29136408661825397
44504784168,"Quaker Rice Crisps Sweet & Savory Variety Pack, 14 Count",rice cakes,58156210,"Rice with vienna sausage, Puerto Rican style, Arroz con salchichas",0.2913749961622303
20709353298,"Aqua Star Cooked, Peeled, Tail-on Shrimp, 51-60 Count , 1 lb (Frozen)",seafood,26137134,"Salmon, coated, baked or broiled, made with cooking spray, saltwater trout",0.29138613593084484
42725771577,"Dove Promises Sea Salt and Caramel Dark Chocolate Candy Bag, 7.61 Oz",chocolate candy,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",0.2914413092393051
27402518947,"DiGiorno Three Meat Frozen Pizza with Rising Crust, 29.8 Ounce",pizza,58106578,"Pizza, with pepperoni, from school lunch, medium crust, original or NS as to type of crust",0.2915064624742043
65831242091,"Stroehmann Dutch Country 100% Whole Wheat Bread, 24 oz",bread,27150010,"Fish with cream or white sauce, not tuna or lobster",0.2916277622159975
37672197925,"Tofurky, Deli Slices, Oven Roasted, 5.5 oz",meat alternatives,5166,"Turkey, whole, meat and skin, cooked, roasted",0.2916305916305917
76040874867,"Chobani Non-fat Greek Yogurt, Plain 32oz",yogurt,91302010,Honey,0.29166666666666674
42725771577,"Dove Promises Sea Salt and Caramel Dark Chocolate Candy Bag, 7.61 Oz",chocolate candy,93301211,"Vodka and soda, vodka and carbonated or seltzer water",0.2916750748326775
61867961168,"Better Bites, Lil Mostess Chocolate Cupcakes 6 Count, 6 Ounce",desserts,27151040,"Crabs in tomato-based sauce, Puerto Rican style, Salmorejo de jueyes",0.2916779170684668
57746884761,Velveeta Original Cheese Loaf (8 oz Block),cheese,57130000,"Cereal (General Mills Cookie Crisp), all flavors",0.2917568542568544
50982586853,"Organic Green Onion (Scallions), 1 Bunch",vegetables,75117010,"Onions, green, raw, scallions, spring onions",0.2917644183773217
28781349420,Dave’s Killer Bread Organic 21 Whole Grains and Seeds Bread - 27 oz Loaf,bread,27420250,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",0.29180738489249136
74436613931,"Celeste Original Cheese Pizza for One, Individual Microwavable Frozen Pizza, 5.08 oz.",pizza,28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",0.29181688804554085
10263344423,"Haagen-Dazs Ice Cream, Vanilla Bean, 14 oz (Frozen)",ice cream,56201600,"Masa harina, cooked, Harina de maize con leche",0.2918557944133391
25085330007,"Chobani Flip Low-fat Greek Yogurt, Key Lime Crumble, 5.3 Ounce",yogurt,53114000,"Cake or cupcake, lemon, without icing or filling",0.29191151954655337
20167901089,"Peeled Snacks, Organic, Much Ado About Mango, 2.8 Oz",dried fruit,26303110,"Clams, cooked, NS as to cooking method",0.29191714718030504
25661892564,"Ben & Jerry's Chocolate Chip Cookie Dough Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream,28329,"Cookies, chocolate, made with rice cereal",0.2919341035515619
30361225412,"Annie's Organic Cocoa Crispy Snack Bars, Gluten Free , 3.9 oz, 5 ct",bars,24100010,"Chicken, NS as to part and cooking method, skin eaten, any source",0.2919345579793341
65788226231,"La Brea, Bread French Baguette Take And Bake, 12 Ounce",bread,21101110,"Beef steak, broiled or baked, NS as to fat eaten",0.2919753086419753
14540311694,"Sunsweet Premium Mango, 5 Ounce",dried fruit,53305700,"Pie, lemon, not cream or meringue",0.2919908765070056
33536527926,Snickers Minis Size Chocolate Candy Bars 40-Ounce Bag,chocolate candy,42148,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",0.291992664348961
33558579273,"Lightlife, Tempeh Original Soy Organic oz, 8 Ounce",meat alternatives,77201210,"Green plantain with cracklings, Puerto Rican style, Mofongo",0.2921009065825779
37755442746,"Navitas Organics Superfood Power Snacks, Cacao Goji, 8 oz. Bag, 11 Servings — Organic, Non-GMO, Gluten-Free",dried fruit,95230010,"Nutritional powder mix, protein, soy based, NFS, protein shake mix, brands such as Gold Standard, NOW Foods",0.29210299140487184
14049995635,"365 by WFM, Eggs Hard Cooked Medium Grade A, 6 Count",eggs,75224021,"Green peas, fresh, cooked, no added fat",0.29220085470085466
76315005687,"Organic Valley Large Brown Free Range Eggs, Original 12 Count",eggs,14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",0.29223534045134814
10798570679,"Nature Valley Soft-Baked Oatmeal Squares Cinnamon Brown Sugar, 6 ct, 7.44 oz",cereals,26155110,"Tuna, canned, NS as to oil or water pack, tuna, NFS, low sodium",0.2922584238373712
82909764403,"Made In Nature Organic Plums, 6 Oz",dried fruit,53430000,"Crepe, NS as to filling, any source",0.2923507864684336
19176969262,COLLIDERS Chopped HERSHEY’S Mint Refrigerated Dessert (2 ct Pack),desserts,26151160,"Trout, steamed or poached, cisco, lake herring, steelhead, whitefish",0.2923831070889895
28781349420,Dave’s Killer Bread Organic 21 Whole Grains and Seeds Bread - 27 oz Loaf,bread,26137123,"Salmon, baked or broiled, no added fat, sauteed, fried with no coating, saltwater trout",0.29261928689571426
35616167514,"Fresh Brand – Patriotic Chocolate Mini Cupcakes, 10 oz (12 ct) (Seasonal)",desserts,58160106,"Pinto beans and rice, from fast food / restaurant, calico",0.292625170231515
89696182315,"Chobani Greek Yogurt, 0%, Vanilla, 5.3 oz",yogurt,91302010,Honey,0.29268292682926833
67949795212,"Nature's Path Organic Granola Cereal, Chia Plus Coconut Chia, 12.34 Oz",cereals,58140310,"Macaroni with tuna, Puerto Rican style, Macarrones con atun",0.2927522195318806
22374075100,Navel Orange,fruit,19303,"Marmalade, orange",0.29281045751633994
73354410597,"Quaker Rice Crisps, Kettle Corn, 3.52 oz Bag (Packaging May Vary)",rice cakes,53110000,"Cake, fruit cake, light or dark, holiday type cake",0.29283302063789873
90898438230,"Cascadian Farm Organic Cinnamon Crunch Cereal, Whole Grain Cereal, 9.2 oz",cereals,75202035,"Asparagus, canned, cooked with butter or margarine, animal fat, shortening",0.29286407333171627
44323196306,"365 by WFM, Dates Pitted, 8 Ounce",dried fruit,62110100,Date,0.29292929292929304
86177251028,"Sargento Natural String Cheese Snacks, 12-Count",cheese,20118,"Noodles, flat, crunchy, Chinese restaurant",0.29294554701313147
79250745257,"Land O Lakes Salted Whipped Butter, 8 oz Tub",butter,16015,"Beans, black, mature seeds, cooked, boiled, without salt",0.29294827979038507
14407140192,"Acme Smoked Fish, Cold Nova Salmon Snacks, 8 oz",seafood,26135110,"Ray, cooked, NS as to cooking method, skate",0.2929717761484214
20323410231,"Gorton's, Classic Grilled Salmon, 6.3 oz (Frozen)",seafood,54401011,"Corn nuts, corn nuggets, plain or flavored",0.29298386021075096
93716919651,COLLIDERS Twisted HEATH Refrigerated Dessert (2 ct Pack),desserts,32400070,"Egg white omelet, scrambled, or fried, made with butter",0.29307359307359304
76658234973,"Organic Valley, Organic Free-Range Medium Brown Eggs - 18 ct",eggs,8102,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",0.29309868875086265
55396918426,"Larabar Banana Bread, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct",bars,53712210,"Cereal or granola bar, nonfat, all fruit and nut flavors, Health Valley Fat-Free Granola Bars",0.2931353473288958
42725771577,"Dove Promises Sea Salt and Caramel Dark Chocolate Candy Bag, 7.61 Oz",chocolate candy,53112100,"Ice cream cake, any flavor, pie, roll, Baked Alaska, frozen yogurt cake",0.29325657980439057
72456978426,"Cheetos Popcorn, Cheddar, 7 oz Bag",popcorn,13120770,"Ice cream cone, scooped, chocolate",0.2933006535947713
26834707917,CALIFORNIA PIZZA KITCHEN White Recipe Crispy Thin Crust Frozen Pizza 13.4 oz. Box,pizza,58160156,"Pinto beans and white rice, calico, all types of rice except brown",0.2933427845708547
47198969588,"Krusteaz Wild Blueberry Muffin Mix - No Artificial Flavors, Colors or Preservatives - 17.1 OZ (Pack of 1)",baking mixes,55103000,"Pancakes, with fruit, blueberry, raisin, hot cakes, flapjacks, from home, store, or other place (excluding frozen)",0.29338542434517656
47198969588,"Krusteaz Wild Blueberry Muffin Mix - No Artificial Flavors, Colors or Preservatives - 17.1 OZ (Pack of 1)",baking mixes,41480020,"Frozen dessert, non-dairy, non-dairy ice cream, tofu, nut or rice based, Tofutti, all flavors, NS as to form",0.2935066890351443
52023034366,"Smartfood White Cheddar Popcorn, 9.75oz Party Size! Bag",popcorn,19410,"Snack, potato chips, made from dried potatoes, plain",0.29357268747512655
44323792042,"Pillsbury Cornbread Swirls, 6 count, 11 oz",desserts,52105100,Scone,0.2936507936507937
19176969262,COLLIDERS Chopped HERSHEY’S Mint Refrigerated Dessert (2 ct Pack),desserts,27510140,"Cheeseburger slider, from fast food, White Castle Cheese Slider, slider",0.2936890574214517
45452276072,Dave's Killer Bread Good Seed Organic Bread - 27 oz Loaf,bread,75340010,"Asian stir fry vegetables, cooked, no added fat",0.29377966192075955
84640761125,"Ben & Jerry's Stephen Colbert's Americone Dream Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream,55301000,"French toast, plain, regular, from home, store, or other place (excluding frozen)",0.2938987155701904
77746224708,"Land O Lakes Half Stick Unsalted Butter, 1 lb",butter,27213120,"Porcupine balls with tomato-based sauce, beef and rice balls",0.2939814814814816
25085330007,"Chobani Flip Low-fat Greek Yogurt, Key Lime Crumble, 5.3 Ounce",yogurt,27213420,"Porcupine balls with mushroom sauce, beef and rice balls",0.2940960395378348
63739361306,"Jolly Rancher Gummies Fruit Flavored Candy, 28.8 Oz",chocolate candy,63126510,Lychee,0.2941176470588236
23068430610,"Rice Krispies Treats Marshmallow Snack Bars, Kids Snacks, School Lunch, Value Pack, Original, 12.4oz Box (16 Bars)",bars,55103000,"Pancakes, with fruit, blueberry, raisin, hot cakes, flapjacks, from home, store, or other place (excluding frozen)",0.29413890531572384
15774300165,"365 by WFM, Cranberries Dried Sweetened Organic, 8 Ounce",dried fruit,5104,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",0.29414682539682546
63168898604,"Vital Farms Pasture-Raised Butter Sticks, Sea Salted, 8 oz, 2 x ¼ lb sticks",butter,27250520,"Seafood restructured, Delicaseas, Sea Tails, Sea Stix, imitation crab meat",0.29417935176555865
11442801370,"Lesser Evil Buddha Bowl Himalayan Pink Organic Popcorn, 5 Oz",popcorn,10078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",0.2942235110006445
87334603680,"Califia Farms - Almond Milk, Unsweetened Barista Blend, 32 Oz | Dairy Free | Soy Free | Gluten Free | Whole30 | Keto | Vegan | Plant Based | Nut Milk | Non-GMO | Shelf Stable",dairy alternatives,27246500,"Meat loaf made with chicken or turkey, with breading or NS as to breading, no sauce, chicken or turkey meatball, with breading or NS as to breading, no sauce",0.2942249806293775
74420062919,Bisquick Flavor Burstin' Maple Brown Sugar Complete Pancake Mix 20 oz Box,baking mixes,19161,"Candies, MARS SNACKFOOD US, TWIX Peanut Butter Cookie Bars",0.2943331758778147
11641668526,"Betty Crocker Bisquick Baking Mix, Gluten Free Pancake and Waffle Mix, 16 Oz Box",baking mixes,27111410,"Chili con carne with beans, kidney beans and hamburger with tomato sauce, chili, NFS",0.2943783068783068
98533505967,"I Can't Believe It's Not Butter!, Buttery Spread, Original, 15 oz",butter,1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",0.29440281517907096
50756378774,"Baked Cravings Deluxe Confetti Cupcake In A Jar, 5.1 Oz",desserts,63311170,"Fruit cocktail, canned, juice pack",0.294418449197861
26834707917,CALIFORNIA PIZZA KITCHEN White Recipe Crispy Thin Crust Frozen Pizza 13.4 oz. Box,pizza,58106602,"Pizza with meat other than pepperoni, from frozen, thin crust",0.2944242056263915
17108191538,"Manischewitz, Mix Potato Pancake, 6 Oz",baking mixes,19126,"Candies, milk chocolate coated peanuts",0.29448621553884713
74275872828,"Fresh Brand – Patriotic Vanilla Mini Cupcakes, 10 oz (12 ct) (Seasonal)",desserts,27460100,"Lau lau, pork and fish wrapped in taro or spinach leaves",0.2944891571652135
41257845356,"Gatorade Whey Protein Bars, Cookies & Crème, 2.8 oz bars (Pack of 12, 20g of protein per bar)",bars,13110210,"Ice cream, soft serve, chocolate, frozen custard, NS as to ice cream or frozen yogurt, in a cup",0.29451897197180443
78849298043,"365 Everyday Value, Organic Peeled Baby Carrots, 1 lb",vegetables,58117310,"Kibby, Puerto Rican style, beef and bulgur, Plato Arabe",0.29453508317044963
44808900386,"General Mills, Bisquik Shake And Pour, Buttermilk, 5.1 Oz",baking mixes,57308190,"Cereal, muesli, with fruits and nuts, mueslix",0.2945419103313841
90898438230,"Cascadian Farm Organic Cinnamon Crunch Cereal, Whole Grain Cereal, 9.2 oz",cereals,53211000,"Cookie bar, with chocolate, nuts, and graham crackers, Magic Cookie Bars",0.2945505888007691
71871072871,"Chobani Greek Yogurt, 0%, Blueberry, 5.3 oz",yogurt,91302010,Honey,0.2945736434108527
91939168355,"Chobani Greek Yogurt, 0%, Raspberry, 5.3 oz",yogurt,91302010,Honey,0.2945736434108527
63168898604,"Vital Farms Pasture-Raised Butter Sticks, Sea Salted, 8 oz, 2 x ¼ lb sticks",butter,42114140,"Pistachio nuts, salted, NS as to salt, sea salt",0.2946220243004014
56430918828,Kraft 100% Grated Parmesan & Romano Cheese Shaker (8 oz Bottle),cheese,1243,"Fat free ice cream, no sugar added, flavors other than chocolate",0.2946428571428572
14509613435,"Annie's Organic Original Crispy Snack Bars, Gluten Free, 3.9 oz, 5 ct",bars,72125228,"Spinach, canned, cooked with butter or margarine, animal fat, shortening",0.2946859903381642
26806544459,"Sargento Shredded Sharp Natural Cheddar Cheese, 8 oz.",cheese,4686,"Salad dressing, honey mustard dressing, reduced calorie",0.2947956655503825
17558358305,"Mezzetta Jalapeno Peppers, Deli-Sliced Tamed, 16 Ounce",pickled,51401040,"Bread, marble rye and pumpernickel, toasted, pre-sliced or not",0.29482451128079923
41555799531,"HERSHEY'S KISSES Milk Chocolate Candy, Individually Wrapped, 10.8 oz Share Bag",chocolate candy,58117510,"Hayacas, Puerto Rican style, Hallaca, hominy, pork or ham, and vegetables",0.29484103596014444
34900285242,Wonder Classic White Bread Loaf - 20 oz Bag,bread,56205350,"Rice, brown and wild, cooked, NS as to fat",0.2948447305278701
67949795212,"Nature's Path Organic Granola Cereal, Chia Plus Coconut Chia, 12.34 Oz",cereals,21605,"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",0.29491179318765526
89571988911,"Smartfood Popcorn, White Cheddar, 6.75oz Bag",popcorn,73102211,"Carrots, fresh, cooked, no added fat",0.29494949494949496
24814682827,"Lundberg Rice Chips, Sea Salt, 6 Oz",rice cakes,24123300,"Chicken breast, grilled without sauce, skin eaten",0.29495281983761257
52227402605,"Quaker Big Chewy Chocolate Chip Granola Bar, Peanut Butter, 1.48oz 5 Count, 7.4oz",bars,58156710,"Rice with stewed beans, Puerto Rican style, Arroz guisado con habichuelas, Arroz mamposteado",0.2949590480234363
77746224708,"Land O Lakes Half Stick Unsalted Butter, 1 lb",butter,16015,"Beans, black, mature seeds, cooked, boiled, without salt",0.29495962127541087
60505173555,"Halo Top Chocolate Chip Cookie Dough Ice Cream, 16 Fl oz (Frozen)",ice cream,55301050,"French toast sticks, plain, from home, store, or other place (excluding frozen)",0.29498597394167025
60122062871,"Nut Harvest Nut & Chocolate Mix, 39 Ounce Jar",nuts and seeds,42501500,"Trail mix with chocolate, any nuts, fruits, or seeds",0.29505274505274515
77503108802,"Blue Diamond Almonds Salt N' Vinegar Flavored Snack Nuts, 16 Oz Resealable Bag (Pack of 1)",nuts and seeds,27420250,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",0.2951438140267928
86348272313,"Coffee Mate Original Creamer, Fat-Free, 16 oz",dairy alternatives,14410130,"Cheese, American, nonfat or fat free",0.29516129032258065
21365310052,"Land O Lakes, Butter Salted 1 lb, Buttery, 16 Ounce",butter,23200120,"Veal, NS as to cut, cooked, lean only eaten",0.29516209584609043
18610951580,"Kodiak Cakes Power Cakes, Flapjack and Waffle Mix, Buttermilk,20 oz",baking mixes,17089,"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",0.2951880807602201
90898438230,"Cascadian Farm Organic Cinnamon Crunch Cereal, Whole Grain Cereal, 9.2 oz",cereals,75216142,"Corn, canned, cooked with butter or margarine, animal fat, shortening",0.29518940790531034
94368536591,"Organic Strawberries, 1 lb",fruit,9302,"Raspberries, raw",0.29519230769230775
20909306850,"Lightlife Smart Dogs, Veggie, 12 oz",meat alternatives,81202000,Lard,0.2952380952380953
83445167149,"Nature Valley Oats & Honey Big & Crunchy Granola Breakfast Cereal, 16 oz.",cereals,58117510,"Hayacas, Puerto Rican style, Hallaca, hominy, pork or ham, and vegetables",0.2952415284787311
65943790205,"Amazon Brand - Happy Belly Cage-Free, Large, Brown Eggs, 1 Dozen",eggs,10152,"Pork, cured, ham, whole, separable lean only, unheated",0.29525462962962956
25315523125,"Table Talk 4"" Blueberry Pie, Sugar Free, 4 oz",desserts,58117310,"Kibby, Puerto Rican style, beef and bulgur, Plato Arabe",0.2952602952602954
52723789798,"Amazon Brand - Happy Belly Magic Stars with Marshmallows Cereal, 11.5 Ounce",cereals,27151050,"Shrimp in garlic sauce, Puerto Rican style, Camarones al ajillo",0.29527336860670195
12767409505,"Quaker Rice Cakes, Chocolate Crunch, 7.23 oz",rice cakes,27243000,"Chicken or turkey and rice, no sauce",0.2953187791897469
73068806034,"Land O Lakes SPREADABLE BUTTER, 8 oz",butter,18955,"Bread, pan dulce, sweet yeast bread",0.29532627865961203
11442801370,"Lesser Evil Buddha Bowl Himalayan Pink Organic Popcorn, 5 Oz",popcorn,27420170,"Pork and onions with soy-based sauce, Pork Scallion, Onion Pork",0.29533730158730165
65788226231,"La Brea, Bread French Baguette Take And Bake, 12 Ounce",bread,21101130,"Beef steak, broiled or baked, lean only eaten",0.2953541260558804
77746224708,"Land O Lakes Half Stick Unsalted Butter, 1 lb",butter,32202130,"Egg and steak on biscuit, Hardee's Steak & Egg Biscuit",0.2953541260558804
63168898604,"Vital Farms Pasture-Raised Butter Sticks, Sea Salted, 8 oz, 2 x ¼ lb sticks",butter,41103010,"Lima beans, from dried, butter beans, with or without fat, NS as to meat",0.2954232804232805
48520181818,"Coffee Mate The Original Powder Coffee Creamer, 35.3 oz",dairy alternatives,92102510,"Coffee, Iced Latte, decaffeinated, 2% or whole milk, plain or unflavored",0.29543126298445443
